,AAC|A,AAC|C,AAC|F,AAC|H,AAC|I,AAC|K,AAC|L,AAC|M,AAC|P,AAC|R,AAC|S,AAC|V,AAC|W,PAAC|D,PAAC|C,PAAC|E,PAAC|G,PAAC|H,PAAC|I,PAAC|K,PAAC|P,PAAC|W,PAAC|V,PAAC|lambda1,PAAC|lambda2,PAAC|lambda3,PHYC|IEP,PHYC|Net Charge,PHYC|Hydrophobic Moment,PHYC|Hydrophobicity,PHYC|Transmembrane Propensity,PHYC|Aromacity,PHYC|Alpha Helical Propensity,PHYC|Aliphatic Index,PHYC|Boman Index,BLOSUM7,BLOSUM11,BLOSUM50,BLOSUM105,BLOSUM117,BLOSUM119,BLOSUM125,BLOSUM136,BLOSUM138,BLOSUM155,BLOSUM158,BLOSUM185,BLOSUM188,BLOSUM197,BLOSUM198,BLOSUM225,BLOSUM240,BLOSUM258,BLOSUM305,BLOSUM318,ZSCALE3,ZSCALE5,ZSCALE13,ZSCALE14,ZSCALE17,ZSCALE23,ZSCALE27,ZSCALE28,ZSCALE32,ZSCALE34,ZSCALE36,ZSCALE37,ZSCALE39,ZSCALE40,ZSCALE50,ZSCALE52,ZSCALE54,ZSCALE55,ZSCALE57,ZSCALE59,ZSCALE64,ZSCALE77,ZSCALE78,ZSCALE79
157,11.1111111111111,22.2222222222222,0.0,0.0,0.0,0.0,0.0,11.1111111111111,0.0,11.1111111111111,0.0,0.0,0.0,0.274346197157945,0.548692394315891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235582395279905,0.286671645177868,0.203399762384282,5.82255229949951,-0.258589604968873,0.341410200266642,0.177777777777778,-0.768888888888889,0.0,1.05777777777778,11.1111111111111,3.18888888888889,-4.0,-1.0,-1.0,-3.0,0.0,-2.0,-1.0,1.0,-2.0,-1.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,-2.65,0.6,-0.14,-0.22,-3.5,1.62,1.04,-2.18,-1.46,3.98,0.93,-2.46,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,0.0,15.3846153846154,0.0,0.0,15.3846153846154,0.0,15.3846153846154,0.0,0.0,7.69230769230769,0.0,7.69230769230769,0.0,0.220195375101823,0.440390750203646,0.220195375101823,0.0,0.0,0.440390750203646,0.0,0.0,0.0,0.220195375101823,0.207247603376537,0.249466194986668,0.323090826534973,4.37014560699463,-1.28389036922782,0.22762259476817,-0.469230769230769,-0.0723076923076922,0.153846153846154,1.03461538461538,142.307692307692,0.853076923076923,-2.0,1.0,-1.0,-1.0,-1.0,-1.0,-3.0,-1.0,-3.0,-1.0,-4.0,-1.0,-4.0,-1.0,-2.0,-1.0,3.0,2.0,0.0,0.0,-1.54,-0.02,3.71,0.18,2.44,-1.49,-1.73,-1.71,2.5,1.99,3.98,0.93,-2.46,0.75,0.84,-1.67,0.18,-2.65,-1.73,-0.84,0.04,0.0,0.0,0.0
159,22.2222222222222,22.2222222222222,0.0,11.1111111111111,0.0,0.0,22.2222222222222,0.0,0.0,0.0,0.0,11.1111111111111,0.0,0.0,1.20076455960901,0.0,0.0,0.600382279804504,0.0,0.0,0.0,0.0,0.600382279804504,0.115791809264618,0.164305851350525,0.119520059580353,6.72305240631104,-0.17252617775413,0.0494118460076461,-1.0,0.388888888888889,0.0,1.15,141.111111111111,-1.42555555555556,0.0,-3.0,-1.0,0.0,0.0,-2.0,-1.0,-2.0,-2.0,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.09,3.71,0.18,-1.3,-1.54,-2.32,0.6,-1.3,-0.72,0.84,-1.67,0.18,-2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,0.0,28.5714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2857142857143,0.0,14.2857142857143,0.0,0.216142870389178,0.432285740778355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216142870389178,0.367095854168882,0.278673341892295,0.138087933549645,5.82187023162842,-0.259588605967875,0.57780680238668,-0.0285714285714285,-0.687142857142857,0.142857142857143,0.952857142857143,41.4285714285714,2.82142857142857,-4.0,-1.0,-3.0,-3.0,-1.0,-2.0,9.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,-2.65,1.93,-2.46,2.44,-1.54,2.5,-3.5,-1.67,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,0.0,0.0,0.0,14.2857142857143,0.0,0.0,0.0,0.0,0.0,28.5714285714286,28.5714285714286,14.2857142857143,0.0,0.0,0.0,0.0,0.237927875259531,0.237927875259531,0.0,0.0,0.0,0.0,0.237927875259531,0.123802223080459,0.231355297908968,0.406914603751042,11.9999677658081,1.84725580264389,0.321195039763579,0.657142857142857,-0.91,0.0,0.892857142857143,41.4285714285714,5.18857142857143,-2.0,-4.0,3.0,-3.0,-1.0,-2.0,-3.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,-0.38,-1.54,-0.85,-1.07,0.26,2.5,-3.5,2.5,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,11.1111111111111,22.2222222222222,0.0,0.0,0.0,0.0,11.1111111111111,0.0,0.0,11.1111111111111,0.0,0.0,0.0,0.230944020575608,0.461888041151216,0.0,0.461888041151216,0.0,0.0,0.0,0.0,0.0,0.0,0.327413319302863,0.230340282254442,0.211302377867087,5.82255229949951,-0.258589604968873,0.330785519774768,0.211111111111111,-0.693333333333333,0.0,0.981111111111111,54.4444444444444,2.12333333333333,-4.0,-1.0,-3.0,-3.0,0.0,-2.0,-1.0,-2.0,-2.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,-2.65,-3.5,1.99,-4.06,1.93,1.62,1.04,-1.3,-0.72,0.24,-2.32,-0.14,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,0.0,0.0,8.33333333333333,0.0,8.33333333333333,0.0,25.0,0.0,16.6666666666667,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.359736709857399,0.0,0.359736709857399,0.0,0.719473419714798,0.0,0.0,0.236962023401246,0.201310035295751,0.201991231445604,5.23978214263916,-0.540852541781402,0.265548144847848,-0.925,0.436666666666667,0.166666666666667,0.893333333333334,130.0,-1.105,0.0,-2.0,-3.0,-2.0,-2.0,3.0,-1.0,-2.0,-2.0,-2.0,-2.0,-1.0,-4.0,-1.0,-2.0,-1.0,-2.0,0.0,0.0,0.0,1.15,0.67,1.84,0.7,-1.3,1.15,1.94,1.06,-1.3,-0.72,2.05,-4.06,-0.82,-0.38,0.84,-1.73,-0.84,0.26,-1.07,-1.39,0.0,0.0,0.0,0.0
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3333333333333,0.0,16.6666666666667,16.6666666666667,0.0,0.0,0.0,0.0,0.0,0.180844187445244,0.0,0.0,0.0,0.0,0.0,0.0,0.226711720292942,0.249988938145395,0.34245515411642,8.74760227203369,0.759092613290301,0.404632586155458,-0.266666666666667,-3.70074341541719e-17,0.166666666666667,1.0,0.0,2.13666666666667,-2.0,-4.0,1.0,-1.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,-0.38,0.47,1.94,2.44,-3.5,-1.07,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,0.0,22.2222222222222,0.0,0.0,0.0,22.2222222222222,11.1111111111111,0.0,0.0,11.1111111111111,11.1111111111111,0.0,0.0,0.232390645794504,0.464781291589009,0.0,0.232390645794504,0.0,0.0,0.464781291589009,0.0,0.0,0.0,0.199988059697082,0.292765140005603,0.274856154502811,8.90322895050049,1.73941239303313,0.48958177923629,0.944444444444444,-1.36222222222222,0.0,1.04,43.3333333333333,3.30222222222222,-4.0,-1.0,-2.0,-3.0,-1.0,-2.0,-3.0,-1.0,-3.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,-2.65,1.15,-1.39,0.93,0.36,0.89,-2.49,2.5,1.99,2.29,0.89,1.49,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,0.0,0.0,0.0,37.5,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.769556034212216,0.769556034212216,0.0,0.513037356141478,0.0,0.0,0.0,0.329774484093729,0.330895843965559,0.0828109938699727,10.0029951095581,2.01962617695506,0.112566308881714,0.5625,-1.47625,0.0,0.975,0.0,2.7825,1.0,-2.0,-3.0,-3.0,-1.0,-2.0,-3.0,-1.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.49,0.31,0.26,3.9,1.95,0.36,0.89,-2.49,1.95,3.9,2.05,-4.06,-0.82,-0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,0.0,0.0,0.0,0.0,6.66666666666667,6.66666666666667,6.66666666666667,13.3333333333333,20.0,13.3333333333333,13.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227690018568468,0.227690018568468,0.683070055705403,0.0,0.0,0.261358075524494,0.213045845542435,0.297906060364603,11.9999677658081,2.95750986677935,0.122156288704214,0.226666666666667,-0.744666666666667,0.0,0.97,52.0,2.82666666666667,-1.0,-3.0,1.0,-3.0,-1.0,-1.0,-3.0,-1.0,-3.0,-1.0,-3.0,-1.0,-4.0,-1.0,-3.0,-3.0,-2.0,-3.0,0.0,0.0,1.84,2.0,0.47,1.94,-2.18,-1.49,0.5,-1.44,2.5,1.99,2.39,-1.07,-1.39,0.67,0.26,2.5,1.99,-0.17,0.27,0.7,-1.39,0.0,0.0,0.0
168,0.0,0.0,0.0,0.0,0.0,16.6666666666667,50.0,0.0,0.0,16.6666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176654240509558,0.0,0.0,0.0,0.354221126455501,0.0647603066732701,0.404364326361671,11.0008367538452,1.7590926132903,0.556338983923542,0.133333333333333,-0.401666666666667,0.0,1.22666666666667,195.0,1.875,0.0,-2.0,-3.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5,-0.17,-1.44,-1.34,-1.3,-2.49,-1.3,-1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,0.0,22.2222222222222,0.0,0.0,0.0,0.0,0.0,11.1111111111111,22.2222222222222,0.0,22.2222222222222,0.0,0.0,0.0,1.12984070611138,0.0,0.0,0.0,0.0,0.0,1.12984070611138,0.0,0.0,0.151558241787875,0.0875184276102062,0.196002977546227,5.51141567230224,-0.259700366008717,0.100760997990858,-0.255555555555556,-0.757777777777778,0.0,0.99,0.0,1.44111111111111,-4.0,-1.0,-3.0,-3.0,-1.0,-1.0,-3.0,-1.0,-4.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,-2.65,1.84,0.7,0.5,1.15,0.5,-1.44,0.27,0.7,-2.85,-0.22,1.94,-0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,5.0,10.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,5.0,25.0,10.0,5.0,0.293212987291063,0.586425974582126,0.0,0.0,0.0,0.293212987291063,0.0,0.293212987291063,0.293212987291063,0.586425974582126,0.234281745551108,0.250686060908745,0.221819206249084,5.82255229949951,-0.258589604968873,0.214189669430612,-0.27,-0.3005,0.05,0.951,73.0,1.667,0.0,-3.0,-2.0,-3.0,-1.0,-3.0,-1.0,1.0,-2.0,-1.0,-3.0,-1.0,-3.0,0.0,-3.0,-1.0,-2.0,-2.0,9.0,-2.0,1.04,1.61,1.15,-1.39,-1.07,3.71,0.93,1.93,-2.18,-1.46,2.39,-1.07,-1.39,0.67,-0.02,2.5,1.99,-0.17,-1.07,-1.39,-1.46,-1.67,3.71,0.18
171,14.2857142857143,0.0,0.0,0.0,0.0,0.0,14.2857142857143,14.2857142857143,28.5714285714286,14.2857142857143,14.2857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.438700646618266,0.0,0.0,0.212678436361947,0.319281577257752,0.248689663071168,10.1800252914429,0.958518867678354,0.463925833181166,-0.0428571428571428,-0.34,0.0,0.982857142857143,70.0,1.32,-1.0,-3.0,-1.0,-3.0,-1.0,-3.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,2.0,0.6,-0.14,-1.07,-3.5,0.27,1.84,-0.22,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,14.2857142857143,0.0,0.0,0.0,14.2857142857143,0.0,28.5714285714286,0.0,0.0,14.2857142857143,0.0,0.0,0.0,0.0,0.0,0.223426827879425,0.0,0.0,0.223426827879425,0.0,0.0,0.0,0.0,0.341954146955482,0.181160935431035,0.253458089734058,6.00210666656494,-0.237097923737488,0.167064282293715,0.0428571428571428,-0.188571428571429,0.0,1.21857142857143,181.428571428571,1.52857142857143,-3.0,2.0,2.0,0.0,0.0,-2.0,-3.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.71,0.26,-1.49,-0.72,-1.3,-1.44,-2.32,0.6,2.5,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,14.2857142857143,0.0,28.5714285714286,0.0,0.0,0.0,14.2857142857143,0.0,0.0,0.0,14.2857142857143,14.2857142857143,0.0,0.0,0.0,0.0,0.355258663723379,0.0,0.0,0.0,0.0,0.0,0.355258663723379,0.266540538162755,0.211216188476339,0.166984609637527,5.52500019073486,-0.239898385810697,0.140455000479047,-1.21428571428571,0.985714285714286,0.285714285714286,1.00285714285714,111.428571428571,-2.03857142857143,-2.0,-4.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,-0.38,1.06,0.54,-2.32,1.06,-1.3,-1.49,-2.64,-0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,9.09090909090909,0.0,0.0,27.2727272727273,0.0,9.09090909090909,9.09090909090909,9.09090909090909,18.1818181818182,0.0,0.0,0.0,9.09090909090909,0.0,0.0,0.0,0.0,1.01512297981759,0.0,0.338374326605864,0.676748653211728,0.338374326605864,0.0,0.175499263251369,0.229419717196746,0.256706692946021,8.77087535858154,1.02062517795406,0.243591631459471,-0.481818181818182,-0.65,0.0909090909090909,1.08,44.5454545454546,1.34181818181818,1.0,-2.0,1.0,-3.0,-2.0,2.0,-3.0,-1.0,-4.0,7.0,-4.0,-1.0,-4.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,-2.49,0.31,0.47,1.94,1.95,0.59,1.95,0.26,0.27,0.7,-1.66,0.27,0.7,2.0,0.84,1.62,-1.15,1.61,0.0,0.0,0.0,0.0,0.0,0.0
175,6.66666666666667,0.0,13.3333333333333,6.66666666666667,0.0,0.0,13.3333333333333,0.0,0.0,6.66666666666667,13.3333333333333,6.66666666666667,6.66666666666667,0.25832797865472,0.0,0.0,0.25832797865472,0.25832797865472,0.0,0.0,0.0,0.25832797865472,0.25832797865472,0.238180622252301,0.243362756604135,0.260128642488843,6.74453754425049,-0.151613436516267,0.273520399114356,-0.58,0.12,0.2,0.999333333333334,78.0,1.02133333333333,-2.0,-4.0,3.0,-2.0,-2.0,3.0,-1.0,-2.0,-2.0,-1.0,-2.0,-1.0,-2.0,5.0,-2.0,-3.0,-3.0,1.0,0.0,0.0,0.36,-0.38,-1.54,-0.85,3.94,-1.49,1.94,1.06,-1.3,-0.72,0.75,-2.18,-1.46,-0.4,-0.4,-1.07,-1.39,0.67,1.95,3.9,0.54,0.0,0.0,0.0
176,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.18367922704425,0.0,0.0,0.18367922704425,0.0,0.18367922704425,0.18367922704425,0.0,0.236989852199858,0.333717138562936,0.245613782192957,6.00136775970459,-0.238096924736489,0.501655871251078,-0.61,-0.0579999999999999,0.3,1.053,88.0,1.045,-3.0,-2.0,-3.0,-2.0,-2.0,7.0,-3.0,0.0,-2.0,-2.0,-3.0,-1.0,-4.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.59,-1.59,-0.11,-0.34,0.27,0.6,2.44,0.43,0.5,-1.34,3.52,2.5,1.99,-0.17,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,0.0,0.0,14.2857142857143,0.0,0.0,0.0,0.0,14.2857142857143,0.0,14.2857142857143,14.2857142857143,0.0,14.2857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215931131961967,0.0,0.177492083490455,0.287655719979986,0.318921064567592,8.74760227203369,0.759092613290301,0.245778523593456,-0.942857142857143,0.282857142857143,0.428571428571429,0.978571428571429,0.0,1.91,-2.0,-1.0,0.0,-1.0,1.0,-2.0,-3.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,-1.47,1.06,0.54,3.94,-1.12,-1.07,1.15,2.5,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,0.0,22.2222222222222,0.0,0.0,0.0,0.0,11.1111111111111,0.0,11.1111111111111,0.0,22.2222222222222,0.0,0.0,0.392527762603085,0.785055525206169,0.392527762603085,0.0,0.0,0.0,0.0,0.392527762603085,0.0,0.0,0.185834541518934,0.194972251897041,0.226665443980941,4.08413181304932,-2.61243688315085,0.178262295704132,0.266666666666667,-0.863333333333333,0.0,0.997777777777778,43.3333333333333,1.93555555555556,-1.0,-1.0,-1.0,-1.0,1.0,-2.0,-1.0,-2.0,-2.0,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.12,-0.4,3.71,0.18,0.93,1.84,-1.07,1.15,-1.3,-0.72,0.84,-1.67,0.18,-2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,0.0,22.2222222222222,0.0,0.0,0.0,0.0,0.0,0.0,11.1111111111111,11.1111111111111,11.1111111111111,0.0,0.0,0.316183344939754,0.632366689879508,0.0,0.0,0.0,0.0,0.0,0.316183344939754,0.0,0.0,0.267896857715383,0.249955580049612,0.165964217295251,5.49533023834229,-0.620494624791548,0.207364201833821,0.344444444444444,-1.04111111111111,0.0,0.891111111111111,0.0,3.57666666666667,-1.0,-1.0,-1.0,-1.0,1.0,-2.0,-3.0,-1.0,-3.0,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.12,-0.4,3.71,0.18,-2.18,1.84,-1.07,1.15,2.5,1.99,0.84,-1.67,0.18,-2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,0.0,30.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,0.628897066933818,0.0,0.209632355644606,0.0,0.0,0.0,0.0,0.209632355644606,0.209632355644606,0.284966723908793,0.194193540419875,0.311207380026727,7.96689014434814,0.730388643992272,0.312790055674652,-0.62,-0.1,0.1,0.977,68.0,0.889,-4.0,-1.0,2.0,-3.0,-2.0,-3.0,-3.0,-1.0,-3.0,-3.0,-2.0,-1.0,0.0,1.0,-3.0,0.0,0.0,0.0,0.0,0.0,3.71,-2.65,-1.49,-0.72,-1.67,1.04,-4.06,0.36,2.5,1.99,0.84,-1.67,0.18,-2.65,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,28.5714285714286,0.0,0.0,0.0,0.0,14.2857142857143,0.0,14.2857142857143,0.0,0.0,14.2857142857143,0.0,14.2857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.2106263500467,0.0,0.2106263500467,0.0,0.274945063978947,0.290149910172079,0.224278675802274,8.59087963104248,0.758103612191301,0.328074131637128,-0.671428571428571,0.0271428571428571,0.285714285714286,1.11571428571429,28.5714285714286,0.112857142857143,1.0,-2.0,1.0,-2.0,-2.0,7.0,0.0,1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.49,0.31,0.47,1.94,-1.07,0.59,2.44,0.43,-2.32,-0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,11.1111111111111,22.2222222222222,0.0,0.0,0.0,11.1111111111111,0.0,0.0,0.0,22.2222222222222,0.0,0.0,0.0,0.0,0.430514194396628,0.0,0.215257097198314,0.0,0.0,0.215257097198314,0.0,0.0,0.0,0.195961515824429,0.276762688168922,0.312018698808335,9.69586772918702,2.73928063319228,0.327672558961536,0.7,-1.21666666666667,0.0,0.993333333333333,11.1111111111111,4.36555555555556,-4.0,-1.0,-3.0,-3.0,-1.0,-2.0,0.0,1.0,-3.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,-2.65,-3.5,1.99,2.5,-1.12,0.89,-2.49,-2.32,-0.14,2.05,-4.06,-0.82,-0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,0.0,18.1818181818182,0.0,0.0,0.0,9.09090909090909,9.09090909090909,0.0,0.0,9.09090909090909,0.0,9.09090909090909,0.0,0.0,0.469830300639977,0.0,0.939660601279954,0.0,0.0,0.234915150319989,0.0,0.0,0.234915150319989,0.29852418125118,0.209840708514527,0.256719959914304,8.95647983551026,1.73929063309228,0.0612816684178543,0.0272727272727272,-0.402727272727273,0.0,0.88,61.8181818181818,0.705454545454546,-4.0,-1.0,2.0,-3.0,-2.0,-3.0,-3.0,0.0,-3.0,-2.0,-2.0,-3.0,6.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,3.71,-2.65,-1.49,-0.72,-2.18,0.36,-4.06,0.36,0.89,1.49,2.05,-4.06,-0.82,-0.38,-0.38,-1.67,0.18,-2.65,0.0,0.0,0.0,0.0,0.0,0.0
184,0.0,16.6666666666667,0.0,0.0,0.0,16.6666666666667,0.0,0.0,0.0,33.3333333333333,16.6666666666667,0.0,0.0,0.0,0.190849487300601,0.0,0.190849487300601,0.0,0.0,0.190849487300601,0.0,0.0,0.0,0.363164775271655,0.238274025429913,0.207711711997831,10.8604246139526,2.74918162329129,0.34576635912289,1.38333333333333,-1.60333333333333,0.0,0.94,0.0,6.095,-4.0,-1.0,-2.0,-3.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,-2.65,1.15,-1.39,2.5,-2.49,-4.06,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,5.0,10.0,0.0,5.0,0.0,5.0,10.0,0.0,0.0,10.0,10.0,10.0,5.0,0.0,0.452037586046464,0.452037586046464,0.226018793023232,0.226018793023232,0.0,0.226018793023232,0.0,0.226018793023232,0.452037586046464,0.313052082671058,0.20835397063669,0.252575153669019,8.04154453277588,0.805962521159137,0.211357638344715,0.1,-0.585,0.05,1.064,73.0,2.2795,-2.0,1.0,-1.0,-1.0,5.0,-2.0,-1.0,1.0,-2.0,-3.0,-2.0,-1.0,0.0,1.0,-3.0,-3.0,-3.0,-2.0,9.0,-2.0,-1.54,-0.02,0.6,-0.14,-2.64,3.71,-2.18,-1.12,-2.18,-1.46,-4.28,-1.3,-0.72,0.84,0.67,2.5,1.99,-0.17,-4.06,-0.82,3.9,-1.67,3.71,0.18
186,0.0,0.0,0.0,0.0,0.0,0.0,14.2857142857143,0.0,28.5714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.476055500642444,0.0,0.0,0.0,0.0,0.952111001284888,0.0,0.0,0.147565993521685,0.19351421314263,0.182864292693242,4.59886569976807,-1.23185064407,0.325766178001911,0.171428571428571,-1.10571428571429,0.0,0.967142857142857,55.7142857142857,2.37714285714286,-3.0,4.0,-3.0,-3.0,-1.0,-3.0,-4.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.49,0.84,1.04,-1.15,0.27,-1.12,0.27,1.84,0.26,-0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,14.2857142857143,28.5714285714286,0.0,0.0,14.2857142857143,0.0,14.2857142857143,0.0,0.0,14.2857142857143,0.0,0.0,0.0,0.0,0.426151022278961,0.0,0.21307551113948,0.0,0.21307551113948,0.0,0.0,0.0,0.0,0.311859160383276,0.184626810998068,0.290438517479175,8.0721025466919,0.740289634091282,0.319948123560698,-0.442857142857143,0.115714285714286,0.0,1.04285714285714,125.714285714286,-0.0328571428571426,-4.0,-1.0,2.0,0.0,0.0,-2.0,9.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,-2.65,-1.49,-0.72,-4.06,-1.71,-2.32,0.6,-1.67,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,5.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,1.0746964218033,0.537348210901648,0.537348210901648,0.0,0.0,0.0,0.537348210901648,0.0,0.268674105450824,0.266039770054076,0.281496074153525,0.183790050341576,6.11635303497314,-0.273901422060319,0.276139310911656,0.235,-0.8945,0.0,0.999,39.0,2.469,-4.0,-1.0,-1.0,-1.0,0.0,-1.0,-3.0,-1.0,-3.0,-3.0,-2.0,-3.0,0.0,0.0,-4.0,-3.0,-2.0,-3.0,9.0,-2.0,3.71,-2.65,-1.12,-1.46,2.5,3.71,-2.64,-1.54,2.5,1.99,0.84,-1.67,0.18,-2.65,1.61,-4.06,-0.82,-0.38,0.27,0.7,-0.34,-1.67,3.71,0.18
189,11.1111111111111,22.2222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1111111111111,22.2222222222222,0.0,22.2222222222222,0.0,0.347615242972468,0.0,0.0,0.0,0.0,0.0,0.0,0.347615242972468,0.0,0.27921237762176,0.294036450297136,0.25294355059487,8.0721025466919,0.740289634091282,0.149539980804307,-0.677777777777778,-0.123333333333333,0.222222222222222,0.99,11.1111111111111,1.69555555555556,-3.0,-2.0,-1.0,-1.0,1.0,-2.0,-2.0,-3.0,11.0,-3.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,-1.59,3.71,0.18,2.5,0.6,-1.07,1.15,3.94,3.44,0.84,-1.67,0.18,-2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
